ID,label,drives,total_sessions,n_days_after_onboarding,total_navigations_fav1,total_navigations_fav2,driven_km_drives,duration_minutes_drives,activity_days,driving_days,device
2848,retained,36,95.44976791,2311,6,37,1709.253437,896.4029308,9,3,iPhone
10513,retained,12,94.50435237,854,106,20,1709.75171,1262.885301,19,12,Android
270,retained,17,172.2561926,901,376,45,1709.999766,703.4949047,24,22,iPhone
3414,retained,66,80.22350758,1579,51,53,1710.309254,562.3011303,2,2,iPhone
8051,retained,39,63.05130137,3055,0,60,1710.359817,1093.698925,11,4,Android
4778,retained,34,256.2042476,915,102,66,1712.464969,313.7063115,26,23,iPhone
10434,retained,162,246.1062025,897,0,6,1712.653653,910.4439414,20,20,iPhone
13186,retained,11,109.9279867,1650,0,0,1712.665917,898.5359515,21,19,iPhone
12571,retained,52,118.7105256,1617,23,36,1714.534605,798.602152,28,26,iPhone
3659,retained,110,313.5500678,1505,38,15,1714.655523,735.6799183,30,23,iPhone
3411,retained,62,64.97681695,1550,0,83,1714.705232,379.0245246,10,7,iPhone
177,retained,21,150.2961319,3217,163,17,1714.793605,1137.647657,13,10,Android
820,retained,274,659.7305917,1661,154,96,1715.00518,1227.570694,16,15,iPhone
14130,retained,47,84.31432023,1887,7,0,1715.201694,939.5837026,11,7,Android
3566,retained,55,90.77207558,1180,82,24,1715.956693,967.8959552,21,21,Android
11185,churned,1,225.0608235,1069,106,71,1717.090149,827.5631145,26,21,Android
10322,retained,4,67.2121514,2432,6,48,1717.615072,1238.672314,24,21,Android
13861,retained,20,325.6159687,1913,52,0,1717.658848,586.4994262,26,23,Android
10675,retained,197,342.3612016,813,209,0,1717.723527,879.0716924,11,9,iPhone
13623,retained,153,396.5113502,3046,284,0,1719.987629,1328.350009,18,14,iPhone
5785,retained,66,93.3509568,2137,127,9,1720.941091,480.5901955,6,2,iPhone
14694,retained,94,245.858521,1139,237,0,1721.185259,1356.431424,30,27,Android
9103,retained,65,97.48699983,3426,2,14,1721.815889,608.7092382,22,16,iPhone
5475,retained,9,185.3049131,1609,67,49,1722.3987,1156.59139,21,20,iPhone
1963,retained,43,96.27936212,1816,140,0,1723.576329,1408.898877,9,9,iPhone
7416,churned,23,100.8946517,1296,8,23,1724.091191,1427.748403,6,6,Android
2435,retained,52,329.2597356,1665,214,1,1724.165144,826.0047548,25,21,iPhone
7245,retained,200,310.086307,3136,0,0,1724.275128,1112.919637,21,18,Android
13790,retained,181,335.0305406,3201,0,124,1725.78689,735.2705407,17,9,iPhone
3516,retained,138,375.2770911,2142,293,2,1726.007205,674.8436753,13,13,Android
3288,retained,34,72.78689831,1948,162,0,1726.728647,1429.361233,18,18,iPhone
3094,retained,109,139.004463,1792,148,59,1726.806232,1047.818508,26,19,Android
3406,retained,72,331.4010375,1055,0,44,1728.060908,539.7014118,15,13,Android
10933,retained,154,199.3588287,1983,75,48,1728.414839,1178.001304,21,19,iPhone
9078,churned,225,310.3078922,2017,0,74,1728.494931,889.4766652,11,11,Android
11364,retained,46,221.7975016,2992,135,51,1728.766352,1080.146009,11,11,Android
14569,retained,114,153.9469006,3202,25,0,1730.098987,303.8252359,15,15,iPhone
6606,retained,48,267.2025758,1805,61,0,1730.810409,539.2353077,13,10,Android
285,retained,2,113.1919854,1399,238,94,1731.391158,1064.197865,24,18,Android
9578,churned,155,535.0956895,1576,421,49,1731.470339,1343.933185,17,17,iPhone
10278,retained,35,133.9782309,3498,65,99,1731.571336,959.2399844,13,13,Android
12750,retained,147,369.2366153,3273,314,0,1731.774799,929.5478479,28,23,iPhone
13076,retained,31,380.8140578,2149,133,6,1732.053206,1319.266569,27,20,iPhone
3759,retained,7,217.733834,3468,59,0,1732.241106,995.0271846,12,10,iPhone
9953,retained,43,212.1493214,2465,53,90,1732.363793,743.9755186,5,2,Android
4464,churned,70,335.0433978,1330,161,18,1732.383757,1416.713762,3,3,Android
6675,retained,74,104.5198231,3425,456,0,1732.545511,984.2207697,11,4,iPhone
10386,retained,138,170.217777,1336,85,0,1733.195937,729.144247,28,21,Android
6081,retained,118,220.9003643,2062,136,0,1734.554722,636.1253488,30,21,iPhone
13461,retained,89,223.1137643,2195,79,97,1734.756192,711.2204196,30,27,iPhone
14706,retained,129,179.4651564,3219,0,104,1735.178305,1042.354216,27,17,iPhone
8478,retained,19,131.0962576,2647,138,0,1735.864833,605.1721021,19,19,iPhone
7803,retained,4,190.3438488,3013,16,0,1736.023536,933.7931339,25,15,iPhone
6148,retained,5,240.9686194,3040,148,94,1736.522905,875.420588,22,17,Android
5890,retained,29,54.07052927,1622,292,61,1736.877347,853.864698,20,13,Android
3062,retained,87,113.8656524,2158,530,0,1737.143134,713.2163779,21,16,iPhone
5235,retained,101,601.4934976,3222,16,51,1737.604585,828.2409562,12,11,Android
8398,retained,16,195.5627615,3177,308,6,1737.787028,932.890658,7,1,iPhone
10919,retained,5,387.8691891,2881,23,9,1738.010925,729.6530477,4,4,iPhone
9588,retained,23,381.3481708,1519,0,13,1738.043565,1183.735512,15,8,iPhone
3988,retained,31,72.43312126,2419,407,8,1739.284363,747.9612371,22,19,iPhone
7456,retained,195,275.5650653,1858,397,69,1739.948513,547.3181263,2,1,iPhone
11639,churned,40,64.00961584,1813,71,0,1740.09685,1403.321174,14,12,iPhone
13615,retained,5,332.6158181,2760,67,0,1740.407929,673.614162,9,9,iPhone
8657,retained,53,292.9434354,1030,3,0,1740.756917,945.850282,7,7,iPhone
14065,retained,179,275.1271153,1961,0,67,1740.840217,467.9366713,25,19,iPhone
14947,retained,29,158.7231617,1019,49,39,1740.895991,1144.493076,10,8,iPhone
2976,retained,30,272.4495926,2285,143,66,1741.361353,944.7298648,18,13,Android
13932,retained,134,151.6542366,1198,121,105,1741.745423,1321.896314,25,19,iPhone
9876,retained,116,342.4180776,3119,143,28,1742.112304,625.8436667,7,2,Android
13933,retained,134,163.3990451,2920,884,66,1742.758518,314.6324679,31,22,iPhone
2983,retained,116,157.42623,3128,0,81,1742.857268,684.0536771,22,22,iPhone
12146,retained,38,100.5060409,1754,187,148,1744.196881,1301.881001,10,10,iPhone
3330,retained,2,118.5479703,1022,0,0,1746.024005,1381.485831,23,17,iPhone
2773,retained,32,127.1559572,2966,256,115,1746.062707,750.3958626,29,28,iPhone
7810,retained,86,139.7736962,2251,0,70,1746.215005,163.8507856,21,19,Android
7748,retained,60,637.4515162,1838,66,48,1746.508059,1167.649863,24,21,iPhone
10501,retained,32,111.7078063,1105,32,0,1748.300071,749.9908845,11,8,iPhone
489,retained,137,182.8139239,1818,126,54,1750.3359,971.1481073,16,14,iPhone
1832,retained,8,151.3995769,1619,122,21,1750.882254,1291.754349,19,12,iPhone
4356,retained,5,62.9472333,2278,309,16,1751.217403,1260.184059,25,19,iPhone
8990,retained,55,166.7539583,801,21,29,1753.004789,707.2577698,10,10,Android
9208,churned,285,355.7920472,744,138,17,1753.474669,218.9321479,8,8,Android
1113,retained,263,456.8128437,2337,34,0,1753.89979,1426.74742,3,3,iPhone
244,retained,66,103.92497,1413,0,0,1755.794535,1311.463056,17,13,iPhone
7046,retained,68,165.9691256,3020,7,33,1756.319503,1042.328499,26,20,iPhone
3059,retained,19,313.8838143,825,0,0,1756.528047,527.0308266,28,18,Android
12304,churned,14,64.78527809,1516,16,4,1757.265644,301.6341535,12,9,iPhone
9312,retained,97,157.0667003,2462,6,4,1758.213434,1008.86108,27,20,iPhone
6692,retained,25,105.4885369,2382,188,0,1759.100305,1439.50552,28,19,Android
4705,retained,117,354.1748433,2579,0,77,1760.031295,1072.522785,16,16,iPhone
13119,retained,78,145.0621493,2617,108,120,1760.099656,1016.688772,17,9,Android
4419,retained,66,82.48403285,1262,164,71,1760.360615,140.9128506,21,14,iPhone
4835,retained,102,282.2572648,1527,275,0,1760.668686,1364.805859,21,19,iPhone
91,retained,94,156.839706,3479,286,17,1761.21432,310.7107283,28,26,iPhone
10032,retained,23,190.2066952,2716,415,0,1761.338494,724.0593052,17,10,iPhone
14015,retained,3,67.6015251,1733,145,0,1762.282718,777.7954298,26,20,Android
7309,retained,29,161.3411929,1322,78,40,1762.323994,1315.388813,5,5,Android
112,retained,45,116.6071611,3240,14,79,1762.324979,1006.688166,10,6,Android
6290,retained,50,407.8446181,3255,159,74,1763.195163,446.1076427,13,7,iPhone
12171,retained,60,194.5127828,2500,29,25,1763.209729,1310.566314,28,22,iPhone
9397,retained,19,130.2482669,1596,26,4,1763.370024,805.0874203,21,21,Android
2439,retained,44,146.0045686,2352,541,28,1763.687691,481.1670793,9,2,Android
9882,retained,9,95.26896323,1829,174,13,1764.029448,784.3968575,1,1,iPhone
9920,retained,79,259.3031121,1487,163,99,1764.411556,793.016273,17,10,iPhone
8388,retained,64,159.4554658,1432,145,0,1764.925158,515.9536879,3,3,Android
3016,retained,58,166.9149894,3172,200,101,1765.009811,1279.114608,8,8,iPhone
2225,churned,63,223.3891061,1842,601,103,1767.631441,828.7462106,9,7,Android
6267,churned,122,144.4854183,2205,16,52,1768.067115,1181.30481,3,3,iPhone
13329,retained,1,148.3598976,1890,75,6,1768.407982,582.4838607,14,10,iPhone
1428,retained,120,198.4341307,886,170,37,1768.600729,828.8463456,19,18,Android
4556,churned,10,184.3608768,1703,61,40,1768.898858,944.9317073,15,9,iPhone
9581,retained,44,65.11579057,2460,209,0,1768.923827,1091.042828,11,4,iPhone
13373,churned,18,271.4521883,759,109,15,1769.059652,301.3970172,4,2,iPhone
4811,retained,57,106.9322167,839,130,0,1769.240981,356.4453969,22,20,iPhone
1843,retained,51,273.9081118,3351,48,30,1770.787525,1117.522766,22,21,Android
5502,retained,77,215.3614072,1558,492,8,1771.196658,253.304758,12,12,Android
6624,retained,89,201.3554906,2005,214,0,1771.408876,1464.261358,10,5,Android
849,retained,72,141.4970327,1292,167,72,1772.137243,876.4156987,29,24,iPhone
8337,retained,64,108.9690801,3212,101,0,1772.147899,868.8275663,21,14,iPhone
136,churned,82,91.52727513,2254,0,0,1772.191366,581.6487794,3,3,iPhone
1475,retained,73,120.6905332,2270,99,0,1772.733453,660.8968964,25,16,iPhone
8492,retained,29,99.70051252,3151,443,64,1773.587136,822.498664,23,18,iPhone
2656,retained,104,231.6780406,2747,404,0,1773.825509,909.7043047,30,20,iPhone
6399,retained,79,100.914446,2594,266,0,1773.904611,957.9270791,25,25,iPhone
8106,retained,9,70.0110478,1115,89,1,1774.145856,1315.083943,25,24,iPhone
10146,retained,25,74.05008905,1285,34,0,1774.211407,1091.956836,26,17,iPhone
4652,retained,117,150.9257,2500,64,36,1774.23382,716.9000751,13,12,iPhone
9900,retained,2,314.3672255,3424,413,30,1774.395831,830.1299366,21,20,iPhone
6069,retained,110,140.955306,2557,56,49,1776.245539,683.7070749,1,1,iPhone
13859,retained,181,239.3127587,2163,28,0,1777.815587,1135.331219,28,22,iPhone
8303,retained,7,161.959797,1305,91,0,1778.318068,1148.656479,10,10,Android
2943,churned,24,169.3009208,2618,0,0,1778.407381,1404.289813,24,18,iPhone
10244,retained,87,151.3853967,2197,0,35,1778.703538,681.0147394,30,23,iPhone
12995,retained,56,232.9566031,2843,29,0,1778.814052,1429.388251,28,19,Android
12618,retained,6,135.6972501,1309,68,209,1778.974462,1320.142989,4,4,Android
2825,retained,105,255.076622,2078,0,0,1779.253229,1455.83309,16,11,iPhone
3339,retained,27,182.9806182,2291,27,17,1780.239664,548.905619,25,21,iPhone
1533,retained,63,93.22006908,3469,0,51,1780.833193,1464.96759,5,3,Android
3824,retained,35,117.819394,1203,244,0,1780.968288,458.367185,10,10,iPhone
1872,retained,58,105.2194451,3160,170,0,1781.843783,861.7228334,1,1,iPhone
14671,churned,1,74.54188435,1570,18,0,1782.157113,1404.432859,12,12,iPhone
6184,retained,37,156.6655485,1441,0,0,1782.601613,427.5285295,21,14,iPhone
12451,retained,177,189.9602676,1527,188,145,1785.048485,1190.726935,12,9,iPhone
11574,retained,15,76.26599494,1035,282,5,1785.318032,1332.714739,13,11,Android
1506,retained,46,99.40991976,2489,15,0,1786.677111,1437.623357,5,2,iPhone
9561,churned,50,175.0442061,3061,260,0,1786.999666,1281.953886,11,8,Android
10030,retained,16,102.5714588,1478,232,0,1787.193498,1151.15345,15,14,Android
5499,retained,126,222.5570161,1750,52,4,1787.947921,1053.953496,3,3,iPhone
6779,retained,35,117.3036179,2085,227,4,1788.472183,1423.483562,5,5,Android
6237,retained,40,104.6781622,2460,0,14,1788.699628,799.3894491,28,24,iPhone
9705,retained,167,420.7398935,1927,192,75,1789.105842,761.7161212,12,9,iPhone
1749,retained,59,344.4079473,1967,128,0,1790.675672,1096.904355,18,11,iPhone
66,retained,121,270.5629064,1347,0,0,1791.379149,253.7758791,30,26,iPhone
14436,retained,23,258.4028931,2253,237,7,1791.489691,1192.963892,12,11,iPhone
6222,retained,80,339.4194896,2178,92,12,1791.9044,1241.593549,6,6,iPhone
13998,retained,1,141.3417617,2156,85,45,1791.964363,1401.669741,3,1,Android
12251,churned,430,724.6163494,811,115,52,1792.69893,1328.590176,25,23,iPhone
5540,retained,111,287.2168361,1479,0,0,1793.502168,812.2416933,20,17,iPhone
5589,retained,33,55.22834803,2023,145,0,1793.944764,268.5500846,29,23,iPhone
6630,retained,59,996.1507166,1791,299,15,1793.95654,225.4378548,10,10,Android
13304,retained,28,98.98247932,1743,0,120,1794.882111,894.7477711,13,8,iPhone
14020,retained,2,70.74977689,1971,237,61,1795.697651,1448.021553,13,13,Android
13163,retained,206,384.8264158,1646,0,0,1797.471861,539.9071821,2,2,iPhone
1127,retained,26,81.80763991,1420,0,22,1797.743019,550.2925285,23,18,iPhone
3567,churned,20,256.0108194,2419,121,66,1798.926251,489.2984099,14,8,Android
5884,retained,4,87.19455971,3159,225,0,1799.640382,731.3476958,5,5,iPhone
13565,churned,71,91.94433522,3341,3,0,1799.958864,1149.226235,22,16,iPhone
4757,retained,76,124.2227993,2974,66,0,1800.448067,461.9429321,5,1,Android
14642,retained,130,187.8733722,2176,248,98,1800.534436,776.7789578,28,22,Android
14475,retained,32,222.0836618,2242,0,43,1801.43864,314.0182303,9,7,Android
1058,retained,19,149.7651109,2719,109,24,1802.894132,915.8105588,20,15,iPhone
7117,churned,111,241.395848,2854,59,7,1804.961075,1415.25182,28,24,Android
11846,retained,30,65.67078544,2646,165,0,1806.494541,283.8208452,9,8,Android
1729,retained,5,155.6617339,951,52,85,1806.855485,1310.993774,26,19,iPhone
13660,retained,117,495.0654831,1063,63,23,1807.036672,231.0173463,16,16,Android
5190,retained,110,214.8487265,1620,7,0,1807.760472,1426.870506,8,8,Android
10856,retained,66,195.3633928,3129,0,17,1808.199986,1038.100439,10,10,Android
11913,retained,56,81.1644432,770,220,0,1808.412107,1452.754055,23,20,iPhone
3636,retained,36,88.48996772,1242,154,136,1808.860667,485.9614022,15,10,iPhone
7081,retained,68,219.1867008,2238,47,43,1809.115281,1251.459159,30,29,iPhone
14905,churned,94,492.1619147,1988,260,0,1809.14065,1347.172133,20,20,iPhone
13359,retained,76,130.3057567,1750,167,62,1810.45757,1308.15792,6,3,Android
10566,retained,237,354.6789267,2543,23,51,1810.599868,386.7387108,28,25,iPhone
13490,retained,41,193.805177,3423,465,269,1811.230633,1467.401184,21,12,iPhone
12328,retained,5,80.1504765,1569,415,38,1811.863421,707.3898448,26,25,iPhone
210,churned,281,453.6394213,3362,0,0,1812.494756,665.2729911,9,8,Android
13604,retained,1,70.00737411,1922,0,51,1812.554378,1117.107647,19,16,Android
6866,retained,94,176.2925966,1922,38,19,1812.813362,411.4529457,27,24,iPhone
2890,retained,163,241.9283407,2364,235,75,1813.212183,1338.454905,8,3,iPhone
13045,retained,39,53.30443974,1459,0,0,1816.283811,1133.157063,23,13,iPhone
12917,retained,2,101.3127822,1093,0,0,1816.994146,751.4827764,16,15,iPhone
12243,churned,25,169.8407332,3383,15,56,1818.225169,1164.281865,5,2,iPhone
11367,retained,18,368.3569105,1344,46,47,1818.385084,744.1757158,24,16,iPhone
11130,retained,97,123.8445624,2203,60,191,1819.367177,147.0497016,13,13,Android
3775,retained,52,70.27331771,1907,185,0,1821.328489,1117.276022,3,1,iPhone
9373,churned,43,265.237353,2452,0,60,1821.413229,1479.384608,31,21,iPhone
12288,retained,47,536.0021203,977,221,0,1821.466491,890.4922225,20,17,iPhone
10715,retained,45,69.78783113,1704,225,0,1821.813544,673.9569828,6,1,Android
4185,retained,23,245.3535752,1059,89,0,1821.819364,925.5500714,20,15,Android
14310,retained,37,219.8581084,1587,47,0,1822.786997,789.5356772,20,19,iPhone
11405,retained,66,449.0222695,854,183,15,1823.884289,1149.246797,20,11,Android
12714,retained,218,306.7948829,1307,0,0,1824.053637,1053.776303,23,22,iPhone
3007,retained,13,85.71471609,2920,259,20,1824.528556,952.7610721,18,12,Android
11150,retained,69,205.2097204,877,73,161,1825.202841,1501.554793,30,26,Android
6708,churned,4,120.0508448,983,11,7,1825.468848,971.0560684,19,18,Android
726,retained,150,271.2154297,2006,102,0,1826.749557,1502.846633,15,11,iPhone
8918,retained,20,154.8488841,1065,119,0,1827.276489,917.8849267,13,9,iPhone
8965,retained,83,192.0517741,3169,104,103,1827.756148,719.8928918,31,23,iPhone
486,retained,57,181.3617906,2939,139,0,1830.938754,494.1372342,1,1,iPhone
7303,retained,16,127.8497397,814,327,0,1831.021164,899.2003932,27,18,iPhone
13232,churned,37,96.21139005,912,57,0,1832.649493,774.4033301,14,9,iPhone
9883,retained,2,84.06425079,2404,230,98,1833.256156,1521.536934,2,2,iPhone
4023,retained,71,152.291248,2585,39,9,1833.383516,578.292745,29,24,iPhone
10663,retained,36,270.518448,2954,60,72,1834.648847,257.2697743,21,19,iPhone
13586,retained,41,54.93491968,3235,331,68,1836.184358,796.3072619,15,15,Android
14827,retained,36,365.850307,1435,71,16,1836.28543,1278.413922,1,1,iPhone
4382,retained,118,217.7351307,2674,108,0,1836.478577,884.1703168,23,18,iPhone
6690,retained,194,316.8042789,895,0,0,1836.610054,317.9575952,5,5,iPhone
12177,retained,76,166.1929619,1166,69,21,1837.20153,1010.55048,6,6,Android
10481,retained,36,336.5556025,1548,44,135,1837.843793,1151.335401,13,10,iPhone
8010,retained,11,245.8122451,2985,0,0,1838.304366,1472.082543,16,16,iPhone
9245,retained,81,180.1639087,3370,341,105,1839.843452,210.5050264,18,11,iPhone
13609,churned,181,233.3250506,3007,156,44,1839.844693,1406.352712,9,5,iPhone
4238,retained,17,131.0176743,1976,113,0,1839.878883,1181.799066,25,16,Android
6574,retained,67,136.0613885,1626,253,28,1839.957397,1205.05259,17,15,Android
8486,churned,72,176.8009964,1708,0,9,1840.431889,922.3950076,6,6,iPhone
7031,retained,60,194.7146447,811,0,0,1840.437603,1084.376594,28,27,Android
12835,retained,115,252.002455,2173,6,0,1841.563796,209.9072563,13,7,iPhone
9709,retained,65,317.2691091,1490,0,21,1842.765623,1106.535331,17,9,iPhone
9168,retained,85,170.3789461,2845,306,0,1843.250458,1266.384868,6,6,iPhone
6384,retained,23,84.12108763,2821,26,37,1844.712292,875.3570931,17,13,iPhone
5575,retained,115,150.6748854,3308,20,53,1847.263949,551.0189489,24,21,Android
11069,retained,130,275.12302,2883,58,9,1847.691051,1439.602833,30,28,iPhone
3463,retained,150,333.228918,1847,0,43,1847.852306,783.2830913,21,21,Android
4162,retained,37,94.7604354,2035,0,14,1848.107075,639.5973979,15,13,iPhone
3863,retained,43,66.51840324,1152,9,13,1848.378885,606.9148455,23,17,iPhone
2844,retained,98,224.1972836,1120,75,0,1848.609919,974.035402,16,11,iPhone
12823,retained,45,100.4373415,1951,267,22,1848.73468,212.9859631,11,7,iPhone
4789,retained,176,231.1401052,3488,0,0,1849.277644,1334.159334,29,28,Android
13830,churned,127,169.3028766,3014,228,0,1850.026257,874.2928165,3,3,iPhone
1654,retained,72,106.3287832,2749,0,0,1851.08922,1398.797111,8,5,Android
5364,retained,55,130.9267057,3262,0,92,1851.714306,1240.05673,12,11,Android
12828,retained,28,128.5596519,2492,24,20,1851.811396,1167.750984,16,14,iPhone
8265,retained,36,272.4477567,2543,0,129,1852.337564,1458.402533,9,9,Android
1642,retained,15,53.18993702,1245,13,15,1852.775947,1391.166478,26,19,iPhone
8531,churned,67,98.50856381,1992,577,12,1852.812072,477.1100347,11,10,iPhone
6416,retained,97,342.4243057,1362,11,0,1853.424146,1502.294225,22,15,iPhone
8782,retained,11,94.4748064,2987,23,0,1855.466985,1217.093673,29,25,Android
12249,retained,48,156.2925683,1287,332,0,1855.84095,1052.541562,3,1,Android
9177,retained,179,266.3831071,2448,125,0,1855.862672,970.9982718,7,7,iPhone
11982,retained,70,152.335632,1091,347,0,1856.734529,1102.501441,20,19,Android
2431,retained,166,248.8535074,1703,153,0,1857.775311,1479.605731,19,12,iPhone
981,retained,52,108.4539624,1965,55,69,1858.001134,607.0232761,25,25,iPhone
14575,retained,39,60.95172436,1471,52,0,1859.284068,739.0460049,29,23,Android
3118,retained,132,239.0821912,2824,26,66,1860.529767,705.7492566,9,8,iPhone
4261,retained,8,126.1296547,2037,262,0,1862.267603,1410.369522,21,14,iPhone
4406,churned,301,456.0565469,1975,505,14,1862.410649,963.3273711,16,11,iPhone
8771,retained,34,137.4809108,3104,84,57,1863.329502,346.1935102,15,9,iPhone
295,retained,34,170.5726742,1010,22,152,1864.129806,1376.523617,30,28,iPhone
3702,retained,259,421.8889276,1505,33,69,1866.170104,615.0294133,17,13,Android
13321,retained,108,133.7299947,2565,125,40,1866.880614,1001.301161,21,17,iPhone
6499,retained,24,113.7022857,1404,13,0,1867.028191,597.4858911,18,11,iPhone
13731,retained,59,189.6530301,2462,307,39,1867.565275,206.8405585,18,17,iPhone
1631,retained,132,214.3965335,731,476,131,1868.325862,929.5936514,16,9,Android
4718,retained,73,216.3010939,1819,0,1,1868.399275,1123.871125,4,4,Android
11895,retained,119,166.8729544,3288,231,32,1868.431092,149.1159692,15,11,iPhone
6310,churned,53,231.7919992,1365,365,0,1869.889848,1232.448546,16,10,iPhone
2826,churned,68,101.042317,851,143,0,1869.902571,1050.414215,12,8,iPhone
5733,retained,64,164.0214598,3253,296,38,1870.306057,1404.571178,6,6,iPhone
13846,retained,18,98.78151998,1690,0,43,1871.010757,551.148972,24,23,iPhone
12447,retained,71,217.9001171,1196,13,124,1871.395925,1161.001567,20,20,Android
12414,retained,16,284.7360855,3196,65,0,1871.971422,872.3146192,15,14,iPhone
14247,retained,21,107.0805783,3184,21,0,1872.566567,904.2399616,1,1,Android
9632,retained,97,337.72599,996,204,0,1872.78193,1508.451629,23,17,iPhone
648,retained,43,71.4137158,3113,26,4,1874.680555,948.1144155,23,14,iPhone
13447,retained,67,116.3775407,3482,0,14,1877.07888,905.3988319,12,9,iPhone
1998,retained,108,165.0354012,3478,122,6,1877.154473,1517.843176,14,14,iPhone
9332,retained,9,440.2167257,1638,139,32,1877.869457,1016.116562,18,11,iPhone
6838,retained,27,128.5235718,1943,66,0,1878.213829,1293.257595,9,3,iPhone
5416,retained,85,307.6760348,748,55,58,1879.196501,1494.802194,30,23,iPhone
14749,retained,43,71.83602741,1736,0,27,1879.208539,671.4557781,28,23,Android
3276,retained,12,87.95726081,1439,62,28,1879.366237,775.7867333,28,24,iPhone
746,retained,31,83.08889924,1059,0,47,1879.772755,1383.753959,17,11,Android
11722,retained,5,102.6735967,2092,0,0,1880.234479,1565.660593,17,15,iPhone
14483,retained,75,546.1544183,2984,244,119,1881.084876,1256.675127,24,15,Android
2232,retained,20,89.88520191,2316,121,29,1881.167466,1444.249504,16,15,iPhone
1320,retained,87,178.3170666,1278,88,14,1881.180719,1032.316753,11,4,iPhone
4645,churned,6,164.8579426,2160,36,2,1881.566316,928.3348123,3,3,Android
5044,retained,25,107.1364115,916,71,32,1881.738491,490.740724,28,22,iPhone
10205,retained,44,57.39061812,1108,44,213,1883.129289,683.8974322,21,17,Android
8096,retained,202,351.9680782,1108,71,115,1883.702529,785.0003699,16,14,iPhone
8882,retained,43,252.012231,2153,139,61,1883.911742,1152.05577,21,16,iPhone
3357,churned,62,153.857299,821,94,8,1884.332084,1373.546436,5,5,iPhone
9729,retained,242,591.4526188,3489,625,148,1884.334621,1156.602562,1,1,iPhone
9107,churned,34,80.58157628,2900,83,0,1884.648869,1132.238084,8,8,iPhone
9281,retained,96,421.478247,1102,20,0,1886.393717,1558.963844,14,8,iPhone
2248,churned,43,75.43615658,1187,5,17,1887.019049,647.8314546,30,19,iPhone
1782,churned,13,117.2445764,2173,225,90,1887.224045,999.1985544,8,5,iPhone
4684,retained,64,156.1889227,2671,133,0,1888.666253,820.3465414,19,16,iPhone
3590,retained,17,65.35649089,2656,0,11,1888.899577,642.648079,7,3,iPhone
4861,retained,218,490.2386031,3354,245,123,1890.718758,286.0891136,10,6,Android
8089,retained,143,479.3429098,3025,171,97,1890.920313,551.9046517,11,7,iPhone
2638,retained,50,205.6739786,1535,0,18,1891.091032,672.606967,20,20,iPhone
6575,retained,23,121.04019,2165,41,0,1892.534958,1113.431572,8,8,iPhone
2476,retained,61,533.0748986,2888,0,0,1892.621773,1448.214415,8,2,iPhone
4150,retained,18,393.6956665,2130,410,45,1893.048915,984.2580918,16,13,Android
1732,retained,55,243.423723,2367,0,50,1894.290748,1059.526067,18,15,iPhone
9089,retained,322,725.4351709,2518,54,0,1894.474471,1222.610345,26,26,iPhone
7806,churned,245,385.7480395,2964,138,98,1894.49233,1099.285146,25,23,Android
1401,retained,18,77.77514028,820,27,40,1895.602609,333.6336482,15,12,iPhone
5972,retained,103,181.652066,2561,0,0,1895.656195,584.6738485,30,25,iPhone
5127,retained,4,280.5012223,2089,199,0,1896.262224,1268.807053,4,4,iPhone
13019,churned,78,103.9565421,2801,102,0,1899.053879,756.3697962,8,8,Android
8568,retained,247,316.3283916,2316,76,141,1899.457135,1029.61624,18,18,iPhone
13755,retained,153,211.918049,2369,505,28,1900.945007,1042.114529,12,12,iPhone
8796,retained,129,206.1741932,3201,0,0,1901.291105,944.1071931,16,12,iPhone
11536,retained,51,165.0223923,1989,314,47,1901.94472,1247.603677,8,7,Android
11114,retained,88,157.0187935,2197,367,12,1902.32549,1371.013561,20,12,iPhone
6442,retained,65,168.2708995,1501,53,0,1902.606456,1065.580774,1,1,iPhone
12578,retained,40,56.3513748,2179,596,37,1903.091687,1069.60077,30,21,iPhone
8981,retained,132,219.6056521,3374,0,36,1903.978863,863.2212385,3,1,iPhone
552,retained,10,132.1847714,1452,50,0,1904.372572,578.5860282,30,28,iPhone
2086,retained,52,66.19646797,2727,13,9,1904.569567,744.9252215,28,25,iPhone
4501,retained,51,83.35721238,3447,1,0,1904.947511,1440.537814,19,12,Android
12872,retained,12,170.9514503,886,0,0,1905.545668,675.6764477,18,18,iPhone
3711,retained,42,249.85189,2875,0,0,1905.813588,1317.243315,7,7,iPhone
11627,retained,179,309.6276357,2629,133,0,1906.98265,1456.497688,15,15,Android
6276,retained,157,277.3579127,983,159,111,1907.291992,1205.011362,30,29,iPhone
5051,churned,97,209.520738,1258,29,0,1907.29401,288.8313938,6,6,Android
12268,retained,73,214.8718866,1517,127,163,1907.43094,297.2864102,5,5,iPhone
1304,retained,22,102.3123945,2838,107,0,1907.898877,730.0855741,20,15,iPhone
6854,retained,136,459.1729099,2682,183,4,1908.154268,953.0236208,5,5,iPhone
1639,churned,29,50.81862041,1630,0,67,1908.923243,605.1359081,24,18,iPhone
14672,churned,111,248.2210312,1372,230,44,1910.727848,1093.278769,4,4,iPhone
6252,retained,171,227.0369808,1818,0,0,1910.835731,1258.169219,28,19,iPhone
9086,retained,107,327.7199307,3206,31,7,1911.33818,349.3505098,9,2,iPhone
7613,retained,63,180.6087193,1270,114,0,1911.656566,1028.257629,22,19,Android
4065,retained,76,93.96856132,973,15,26,1912.878413,372.3822481,23,14,Android
